,id_aspirante,nombres_aspirante,apellidos_aspirante,correo_aspirante,genero,telefono_aspirante,fecha_nacimiento,estado_aspirante
2754,0477b834-6944-11ed-b3d8-0242ac1c0002,Silvestre Amancio,Prat Cantero,silvestre.prat@hotmail.com,M,0948219980,2000-09-30,Activo
2755,0477b8a2-6944-11ed-b3d8-0242ac1c0002,Graciela Ale,Delgado Palma,graciela.delgado@hotmail.com,F,0961188597,1989-11-21,Inactivo
2756,0477b910-6944-11ed-b3d8-0242ac1c0002,Eva María Charo,Mir Núñez,eva maría.mir@hotmail.com,F,0986549270,1993-06-29,Inactivo
2757,0477b974-6944-11ed-b3d8-0242ac1c0002,Emigdio Venceslás,Puerta Briones,emigdio.puerta@hotmail.com,M,0984009631,1987-09-29,Inactivo
2758,0477b9ec-6944-11ed-b3d8-0242ac1c0002,Santiago Florentino,Miró Alarcón,santiago.miró@hotmail.com,M,0945253303,1991-06-17,Inactivo
2759,0477ba5a-6944-11ed-b3d8-0242ac1c0002,Luis Ángel Graciano,Crespo Bayón,luis ángel.crespo@hotmail.com,M,0904532602,1993-09-23,Activo
2760,0477bac8-6944-11ed-b3d8-0242ac1c0002,Roque Leocadio,Cabanillas Madrid,roque.cabanillas@hotmail.com,M,0986198685,2003-05-01,Activo
2761,0477bb36-6944-11ed-b3d8-0242ac1c0002,Daniel Juanito,Vall Lara,daniel.vall@hotmail.com,M,0939112903,1983-06-18,Inactivo
2762,0477bba4-6944-11ed-b3d8-0242ac1c0002,Jonatan Bartolomé,Patiño Robledo,jonatan.patiño@hotmail.com,M,0990252389,1989-10-17,Activo
2763,0477bc1c-6944-11ed-b3d8-0242ac1c0002,Ariadna Natalia,Gutierrez Moreno,ariadna.gutierrez@hotmail.com,F,0921960092,1993-10-26,Activo
2764,0477bc80-6944-11ed-b3d8-0242ac1c0002,Diana Concha,Cuevas Casals,diana.cuevas@hotmail.com,F,0934360526,1982-02-10,Inactivo
2765,0477bcee-6944-11ed-b3d8-0242ac1c0002,Lorena Nidia,Abella Alba,lorena.abella@hotmail.com,F,0941811281,2002-09-20,Activo
2766,0477bd5c-6944-11ed-b3d8-0242ac1c0002,Aurora Almudena,Bolaños Puente,aurora.bolaños@hotmail.com,F,0989401687,2000-10-31,Inactivo
2767,0477bdca-6944-11ed-b3d8-0242ac1c0002,Teófila Clara,Berrocal Martín,teófila.berrocal@hotmail.com,F,0960894644,1981-02-04,Activo
2768,0477be38-6944-11ed-b3d8-0242ac1c0002,Reyes Jeremías,Cantón Bonet,reyes.cantón@hotmail.com,M,0932818541,1986-12-02,Activo
2769,0477bea6-6944-11ed-b3d8-0242ac1c0002,Valeria Ángeles,Frutos Espinosa,valeria.frutos@hotmail.com,F,0988394459,1997-06-22,Activo
2770,0477bf1e-6944-11ed-b3d8-0242ac1c0002,Luisa Elisa,Fuster Bayón,luisa.fuster@hotmail.com,F,0960317677,1986-11-11,Activo
2771,0477bf96-6944-11ed-b3d8-0242ac1c0002,María Del Carmen Anunciación,Cózar Múñiz,maría del carmen.cózar@hotmail.com,F,0916204340,2002-08-28,Activo
2772,0477c004-6944-11ed-b3d8-0242ac1c0002,Apolinar Gonzalo,Garay Marí,apolinar.garay@hotmail.com,M,0965322378,1994-11-10,Inactivo
2773,0477c072-6944-11ed-b3d8-0242ac1c0002,Benita María Pilar,Bernad Gárate,benita.bernad@hotmail.com,F,0926073064,1991-06-14,Inactivo
2774,0477c0e0-6944-11ed-b3d8-0242ac1c0002,Gustavo Maximiano,Barba Molina,gustavo.barba@hotmail.com,M,0926517538,1986-12-15,Inactivo
2775,0477c144-6944-11ed-b3d8-0242ac1c0002,Toribio Cirino,Guardiola Royo,toribio.guardiola@hotmail.com,M,0996128188,1998-08-26,Activo
2776,0477c1b2-6944-11ed-b3d8-0242ac1c0002,Heriberto Ildefonso,Verdejo Asenjo,heriberto.verdejo@hotmail.com,M,0923241477,1981-01-17,Inactivo
2777,0477c234-6944-11ed-b3d8-0242ac1c0002,Marciano Primitivo,Vázquez Bello,marciano.vázquez@hotmail.com,M,0948404431,1993-12-24,Activo
2778,0477c2a2-6944-11ed-b3d8-0242ac1c0002,Jacobo Eliseo,Plana Linares,jacobo.plana@hotmail.com,M,0973785072,2004-05-28,Inactivo
2779,0477c324-6944-11ed-b3d8-0242ac1c0002,Heriberto Martín,Requena Dominguez,heriberto.requena@hotmail.com,M,0963599075,1992-01-20,Activo
2780,0477c392-6944-11ed-b3d8-0242ac1c0002,Aurelio Óscar,Carpio Gómez,aurelio.carpio@hotmail.com,M,0998415247,1999-05-22,Inactivo
2781,0477c3f6-6944-11ed-b3d8-0242ac1c0002,Elpidio Adalberto,Lucas Pou,elpidio.lucas@hotmail.com,M,0933686615,1994-02-26,Inactivo
2782,0477c496-6944-11ed-b3d8-0242ac1c0002,Demetrio Tiburcio,Villalba Blázquez,demetrio.villalba@hotmail.com,M,0941546628,1995-07-14,Activo
2783,0477c50e-6944-11ed-b3d8-0242ac1c0002,Sara Encarnación,Granados Oliver,sara.granados@hotmail.com,F,0915917120,2006-12-22,Activo
2784,0477c57c-6944-11ed-b3d8-0242ac1c0002,Emiliana Vanesa,Ponce Guzman,emiliana.ponce@hotmail.com,F,0982904690,1992-05-16,Activo
2785,0477c5ea-6944-11ed-b3d8-0242ac1c0002,Pastora Albina,Montero Gutiérrez,pastora.montero@hotmail.com,F,0966650628,1998-07-06,Activo
2786,0477c658-6944-11ed-b3d8-0242ac1c0002,Daniel Martin,Espejo Hervás,daniel.espejo@hotmail.com,M,0914262344,1988-06-11,Activo
2787,0477c6c6-6944-11ed-b3d8-0242ac1c0002,Guadalupe Aránzazu,Otero Sanjuan,guadalupe.otero@hotmail.com,F,0913216217,1989-10-23,Activo
2788,0477c734-6944-11ed-b3d8-0242ac1c0002,Jose Miguel Timoteo,Cantero Cerdá,jose miguel.cantero@hotmail.com,M,0903810717,2000-03-14,Activo
2789,0477c7a2-6944-11ed-b3d8-0242ac1c0002,Primitivo Fermín,Esteve Prat,primitivo.esteve@hotmail.com,M,0972095877,1993-10-10,Inactivo
2790,0477c810-6944-11ed-b3d8-0242ac1c0002,Susana Trinidad,Arco Canales,susana.arco@hotmail.com,F,0992787592,1980-06-13,Activo
2791,0477c87e-6944-11ed-b3d8-0242ac1c0002,Telmo Agustín,Núñez Llamas,telmo.núñez@hotmail.com,M,0963976408,1983-11-26,Activo
2792,0477c8ec-6944-11ed-b3d8-0242ac1c0002,Elodia Mar,Cadenas Hurtado,elodia.cadenas@hotmail.com,F,0948415286,1997-11-19,Activo
2793,0477c95a-6944-11ed-b3d8-0242ac1c0002,Elías Fortunato,Torres Gallardo,elías.torres@hotmail.com,M,0914889080,2000-04-27,Activo
2794,0477c9c8-6944-11ed-b3d8-0242ac1c0002,Graciano Marcelo,Figueras Nevado,graciano.figueras@hotmail.com,M,0915568764,1981-02-05,Activo
2795,0477ca36-6944-11ed-b3d8-0242ac1c0002,Héctor Jonatan,Blanch Solera,héctor.blanch@hotmail.com,M,0966059090,1993-01-08,Activo
2796,0477caae-6944-11ed-b3d8-0242ac1c0002,Celso Demetrio,Roda Izquierdo,celso.roda@hotmail.com,M,0941258242,1999-05-29,Activo
2797,0477cb1c-6944-11ed-b3d8-0242ac1c0002,Berto Prudencio,Montoya Perea,berto.montoya@hotmail.com,M,0903013288,1999-05-19,Activo
2798,0477cb8a-6944-11ed-b3d8-0242ac1c0002,Petrona Vera,Nevado Reig,petrona.nevado@hotmail.com,F,0959387430,2005-03-08,Activo
2799,0477cbf8-6944-11ed-b3d8-0242ac1c0002,Francisco Jose Casemiro,Orozco Ferrándiz,francisco jose.orozco@hotmail.com,M,0972760885,1984-01-20,Inactivo
2800,0477cc66-6944-11ed-b3d8-0242ac1c0002,Seve Pascual,Vilar Blasco,seve.vilar@hotmail.com,M,0983293797,2004-06-23,Inactivo
2801,0477ccd4-6944-11ed-b3d8-0242ac1c0002,Aurelio Manuel,Salazar Boix,aurelio.salazar@hotmail.com,M,0986739050,1993-11-01,Inactivo
2802,0477cd42-6944-11ed-b3d8-0242ac1c0002,Leyre Carmelita,Marcos Prat,leyre.marcos@hotmail.com,F,0952324236,1999-08-29,Activo
2803,0477cda6-6944-11ed-b3d8-0242ac1c0002,Jesusa Patricia,Cifuentes Sastre,jesusa.cifuentes@hotmail.com,F,0964512745,1990-04-20,Activo
2804,0477ce14-6944-11ed-b3d8-0242ac1c0002,Cristian Albert,Portero Caro,cristian.portero@hotmail.com,M,0950486515,1986-08-20,Activo
2805,0477ce82-6944-11ed-b3d8-0242ac1c0002,Consuela Ana Sofía,Rodriguez Otero,consuela.rodriguez@hotmail.com,F,0908663491,1988-10-21,Activo
2806,0477cef0-6944-11ed-b3d8-0242ac1c0002,Celia Amaya,Gibert Alberola,celia.gibert@hotmail.com,F,0974420898,1990-05-10,Activo
2807,0477cf68-6944-11ed-b3d8-0242ac1c0002,Serafina Roberta,Pujadas Bermúdez,serafina.pujadas@hotmail.com,F,0937607155,2004-01-20,Inactivo
2808,0477cfd6-6944-11ed-b3d8-0242ac1c0002,Celestino Fernando,Jimenez Águila,celestino.jimenez@hotmail.com,M,0982419854,1995-11-24,Inactivo
2809,0477d044-6944-11ed-b3d8-0242ac1c0002,Candelaria Nadia,Botella Molins,candelaria.botella@hotmail.com,F,0917466443,2001-06-05,Inactivo
2810,0477d0b2-6944-11ed-b3d8-0242ac1c0002,Felix Raimundo,Contreras Fernández,felix.contreras@hotmail.com,M,0990169896,1984-09-30,Activo
2811,0477d120-6944-11ed-b3d8-0242ac1c0002,Luís Aurelio,Ramón Raya,luís.ramón@hotmail.com,M,0934177173,1984-08-04,Activo
2812,0477d198-6944-11ed-b3d8-0242ac1c0002,Ana Belén Esther,Lorenzo Sevilla,ana belén.lorenzo@hotmail.com,F,0949747681,1997-03-18,Activo
2813,0477d206-6944-11ed-b3d8-0242ac1c0002,Magdalena Flor,Vall Rovira,magdalena.vall@hotmail.com,F,0937321778,1989-05-20,Activo
2814,0477d274-6944-11ed-b3d8-0242ac1c0002,Piedad Etelvina,Soria Cadenas,piedad.soria@hotmail.com,F,0905174362,1982-05-18,Activo
2815,0477d2f6-6944-11ed-b3d8-0242ac1c0002,Cebrián Asdrubal,Cordero Cortes,cebrián.cordero@hotmail.com,M,0942172050,1995-05-28,Activo
2816,0477d364-6944-11ed-b3d8-0242ac1c0002,Rafaela Mayte,Feliu Abascal,rafaela.feliu@hotmail.com,F,0981695436,1999-08-26,Inactivo
2817,0477d40e-6944-11ed-b3d8-0242ac1c0002,Fabián Roldán,Izquierdo Bernad,fabián.izquierdo@hotmail.com,M,0966506280,1985-06-02,Inactivo
2818,0477d47c-6944-11ed-b3d8-0242ac1c0002,Rafael Jose Angel,Abellán Valverde,rafael.abellán@hotmail.com,M,0999323855,1986-09-10,Activo
2819,0477d4ea-6944-11ed-b3d8-0242ac1c0002,Nidia Elodia,Pujol Jaume,nidia.pujol@hotmail.com,F,0971285614,1983-10-24,Inactivo
2820,0477d558-6944-11ed-b3d8-0242ac1c0002,Ainara Martina,Alcaraz Méndez,ainara.alcaraz@hotmail.com,F,0917883893,1980-02-11,Activo
2821,0477d5c6-6944-11ed-b3d8-0242ac1c0002,Araceli Mamen,Perelló Doménech,araceli.perelló@hotmail.com,F,0978679398,1989-02-04,Activo
2822,0477d634-6944-11ed-b3d8-0242ac1c0002,Rosa Rocío,Echeverría Posada,rosa.echeverría@hotmail.com,F,0996001771,1984-03-29,Inactivo
2823,0477d6a2-6944-11ed-b3d8-0242ac1c0002,Teófilo Sergio,Martínez Quintanilla,teófilo.martínez@hotmail.com,M,0974224282,1985-07-22,Activo
2824,0477d71a-6944-11ed-b3d8-0242ac1c0002,Leonardo Roque,Saura Carrión,leonardo.saura@hotmail.com,M,0966704740,1983-12-02,Inactivo
2825,0477d77e-6944-11ed-b3d8-0242ac1c0002,Florencia Clotilde,Torrijos Amo,florencia.torrijos@hotmail.com,F,0975366844,1996-04-08,Inactivo
2826,0477d7ec-6944-11ed-b3d8-0242ac1c0002,Morena Guiomar,Mendizábal Verdejo,morena.mendizábal@hotmail.com,F,0975393749,2004-07-18,Activo
2827,0477d85a-6944-11ed-b3d8-0242ac1c0002,Mayte Anunciación,Lara Arellano,mayte.lara@hotmail.com,F,0925411166,1993-01-05,Inactivo
2828,0477d8d2-6944-11ed-b3d8-0242ac1c0002,Ángel Fernando,Torrijos Zapata,ángel.torrijos@hotmail.com,M,0964358590,1983-10-29,Inactivo
2829,0477d940-6944-11ed-b3d8-0242ac1c0002,Lázaro Luis,Cadenas Salinas,lázaro.cadenas@hotmail.com,M,0903992601,1988-10-12,Activo
2830,0477d9f4-6944-11ed-b3d8-0242ac1c0002,Tiburcio Cipriano,Oliva Cabanillas,tiburcio.oliva@hotmail.com,M,0936733430,1986-08-09,Activo
2831,0477daa8-6944-11ed-b3d8-0242ac1c0002,Iris Marina,Báez Garriga,iris.báez@hotmail.com,F,0994877741,1982-07-13,Activo
2832,0477db20-6944-11ed-b3d8-0242ac1c0002,Ricarda Soledad,Linares Almazán,ricarda.linares@hotmail.com,F,0913456203,2005-05-31,Activo
2833,0477dc2e-6944-11ed-b3d8-0242ac1c0002,Fernando Seve,Solís Guardia,fernando.solís@hotmail.com,M,0941971351,1996-05-09,Activo
2834,0477dcba-6944-11ed-b3d8-0242ac1c0002,Samanta Áurea,Peña Prats,samanta.peña@hotmail.com,F,0985844715,1983-07-26,Activo
2835,0477dd32-6944-11ed-b3d8-0242ac1c0002,Trinidad Roxana,Cornejo Cuervo,trinidad.cornejo@hotmail.com,F,0994188414,1982-04-05,Inactivo
2836,0477dda0-6944-11ed-b3d8-0242ac1c0002,Jacinta Bernarda,Folch Nuñez,jacinta.folch@hotmail.com,F,0993676471,1993-05-29,Activo
2837,0477de18-6944-11ed-b3d8-0242ac1c0002,Macario Jose Ramón,Calvo Vicente,macario.calvo@hotmail.com,M,0958129555,1987-12-11,Activo
2838,0477de86-6944-11ed-b3d8-0242ac1c0002,Teófilo Xavier,Cordero Iñiguez,teófilo.cordero@hotmail.com,M,0928287137,2006-11-27,Activo
2839,0477def4-6944-11ed-b3d8-0242ac1c0002,Ángela Leonor,Barberá Zabala,ángela.barberá@hotmail.com,F,0980767375,1987-04-01,Activo
2840,0477df76-6944-11ed-b3d8-0242ac1c0002,Fabiana Nazaret,Franco Tur,fabiana.franco@hotmail.com,F,0912300134,2002-03-13,Activo
2841,0477dfe4-6944-11ed-b3d8-0242ac1c0002,Dulce Rosalía,Dávila Grande,dulce.dávila@hotmail.com,F,0929848817,1995-04-25,Inactivo
2842,0477e052-6944-11ed-b3d8-0242ac1c0002,Diana Eulalia,Tamarit Villena,diana.tamarit@hotmail.com,F,0930121745,1997-12-17,Inactivo
2843,0477e0c0-6944-11ed-b3d8-0242ac1c0002,Caridad Chelo,Dominguez Orozco,caridad.dominguez@hotmail.com,F,0996801052,1999-01-23,Inactivo
2844,0477e138-6944-11ed-b3d8-0242ac1c0002,Basilio Bautista,Montesinos Marqués,basilio.montesinos@hotmail.com,M,0949936615,2004-12-05,Inactivo
2845,0477e1a6-6944-11ed-b3d8-0242ac1c0002,Eladio Che,Lumbreras Ledesma,eladio.lumbreras@hotmail.com,M,0995313030,1996-01-16,Inactivo
2846,0477e214-6944-11ed-b3d8-0242ac1c0002,Natalio Calixto,Suarez Millán,natalio.suarez@hotmail.com,M,0907781960,1996-07-02,Activo
2847,0477e282-6944-11ed-b3d8-0242ac1c0002,Chus Sebastian,Jordá Rosa,chus.jordá@hotmail.com,M,0984520033,2002-05-10,Activo
2848,0477e2f0-6944-11ed-b3d8-0242ac1c0002,Ruperta Graciana,Barón Benavente,ruperta.barón@hotmail.com,F,0954963055,1989-09-25,Activo
2849,0477e354-6944-11ed-b3d8-0242ac1c0002,Apolinar Ramón,Aramburu Acosta,apolinar.aramburu@hotmail.com,M,0941928346,2002-12-12,Activo
2850,0477e3c2-6944-11ed-b3d8-0242ac1c0002,Bibiana Abril,Vicente Aznar,bibiana.vicente@hotmail.com,F,0957335228,1995-07-01,Activo
2851,0477e430-6944-11ed-b3d8-0242ac1c0002,Brígida Ricarda,Lucas Garriga,brígida.lucas@hotmail.com,F,0992690181,1991-11-22,Inactivo
2852,0477e49e-6944-11ed-b3d8-0242ac1c0002,Xiomara Belén,Bou Ayuso,xiomara.bou@hotmail.com,F,0991099559,1997-05-26,Activo
2853,0477e50c-6944-11ed-b3d8-0242ac1c0002,Lola Eloísa,Hernández Bosch,lola.hernández@hotmail.com,F,0989899992,1997-10-02,Inactivo
2854,0477e584-6944-11ed-b3d8-0242ac1c0002,Eulalia Cecilia,Álvarez Fonseca,eulalia.álvarez@hotmail.com,F,0917701218,1997-10-29,Activo
2855,0477e5fc-6944-11ed-b3d8-0242ac1c0002,Edelmiro Dionisio,Escalona Ferrando,edelmiro.escalona@hotmail.com,M,0920397041,1996-12-27,Inactivo
2856,0477e66a-6944-11ed-b3d8-0242ac1c0002,Chita Salud,Blázquez Arranz,chita.blázquez@hotmail.com,F,0959476611,1993-03-25,Inactivo
2857,0477e6ec-6944-11ed-b3d8-0242ac1c0002,Luciano Victoriano,Lerma Barros,luciano.lerma@hotmail.com,M,0932070869,1998-08-02,Activo
2858,0477e75a-6944-11ed-b3d8-0242ac1c0002,Adelaida Lorena,Benitez Escobar,adelaida.benitez@hotmail.com,F,0936442097,2002-12-07,Activo
2859,0477e7c8-6944-11ed-b3d8-0242ac1c0002,Pío Jesús,Dueñas Benavent,pío.dueñas@hotmail.com,M,0926856515,1988-07-29,Inactivo
2860,0477e836-6944-11ed-b3d8-0242ac1c0002,Eufemia María Luisa,Arribas Morell,eufemia.arribas@hotmail.com,F,0955000905,1989-03-03,Inactivo
2861,0477e8ae-6944-11ed-b3d8-0242ac1c0002,Renato Herminio,Mateos Amor,renato.mateos@hotmail.com,M,0971786620,1984-08-13,Activo
2862,0477e91c-6944-11ed-b3d8-0242ac1c0002,Victoriano Miguel Ángel,Montero Yuste,victoriano.montero@hotmail.com,M,0903136130,2000-11-27,Activo
2863,0477e98a-6944-11ed-b3d8-0242ac1c0002,Lilia Lara,Núñez Suarez,lilia.núñez@hotmail.com,F,0927131065,2004-10-10,Activo
2864,0477ea02-6944-11ed-b3d8-0242ac1c0002,Leandro Toño,Alvarez Verdejo,leandro.alvarez@hotmail.com,M,0905439967,1987-07-27,Inactivo
2865,0477ea66-6944-11ed-b3d8-0242ac1c0002,Concha Luciana,Iriarte Aliaga,concha.iriarte@hotmail.com,F,0994220975,1993-10-17,Activo
2866,0477eade-6944-11ed-b3d8-0242ac1c0002,Manuel Iván,Garay Torrecilla,manuel.garay@hotmail.com,M,0942246386,2004-05-17,Inactivo
2867,0477eb42-6944-11ed-b3d8-0242ac1c0002,José Manuel Hector,Flor Donaire,josé manuel.flor@hotmail.com,M,0920725619,1988-09-07,Inactivo
2868,0477ebe2-6944-11ed-b3d8-0242ac1c0002,Martina Luz,Quintanilla Quirós,martina.quintanilla@hotmail.com,F,0922924737,2005-02-11,Activo
2869,0477ec50-6944-11ed-b3d8-0242ac1c0002,Pedro Juan Manuel,Tejedor Aguiló,pedro.tejedor@hotmail.com,M,0916943754,2003-04-26,Activo
2870,0477ecb4-6944-11ed-b3d8-0242ac1c0002,Jafet José María,Catalá Quiroga,jafet.catalá@hotmail.com,M,0982271785,2002-01-24,Inactivo
2871,0477ed36-6944-11ed-b3d8-0242ac1c0002,Anna Irma,Tejera Bermúdez,anna.tejera@hotmail.com,F,0918316968,1990-08-20,Activo
2872,0477eda4-6944-11ed-b3d8-0242ac1c0002,Alberto Carmelo,Garrido Moles,alberto.garrido@hotmail.com,M,0996103739,1999-09-14,Inactivo
2873,0477ee1c-6944-11ed-b3d8-0242ac1c0002,Raimundo Lalo,Castells Manzanares,raimundo.castells@hotmail.com,M,0965203529,2001-02-03,Activo
2874,0477ee9e-6944-11ed-b3d8-0242ac1c0002,Susana Rosa María,Ramírez Nieto,susana.ramírez@hotmail.com,F,0969860897,2005-11-21,Inactivo
2875,0477ef16-6944-11ed-b3d8-0242ac1c0002,Martina Teófila,Valera Urrutia,martina.valera@hotmail.com,F,0958146651,2000-10-09,Activo
2876,0477ef84-6944-11ed-b3d8-0242ac1c0002,Jordana Noelia,Alcalá Lopez,jordana.alcalá@hotmail.com,F,0998031234,1988-01-15,Activo
2877,0477eff2-6944-11ed-b3d8-0242ac1c0002,Cintia Alondra,Ledesma Paredes,cintia.ledesma@hotmail.com,F,0989416045,2002-12-31,Inactivo
2878,0477f060-6944-11ed-b3d8-0242ac1c0002,Juliana Itziar,Font Pedrero,juliana.font@hotmail.com,F,0918491713,1984-11-18,Activo
2879,0477f0d8-6944-11ed-b3d8-0242ac1c0002,Silvia Ariel,Izquierdo Lillo,silvia.izquierdo@hotmail.com,F,0955499721,1989-07-17,Activo
2880,0477f146-6944-11ed-b3d8-0242ac1c0002,Encarnacion Maxi,Castro Arregui,encarnacion.castro@hotmail.com,F,0961984939,1994-09-06,Activo
2881,0477f1b4-6944-11ed-b3d8-0242ac1c0002,Inés Leyre,Benet Gordillo,inés.benet@hotmail.com,F,0979115129,2006-01-08,Inactivo
2882,0477f222-6944-11ed-b3d8-0242ac1c0002,Julio César Severo,Cánovas Alberola,julio césar.cánovas@hotmail.com,M,0952371405,1997-04-26,Activo
2883,0477f290-6944-11ed-b3d8-0242ac1c0002,Eduardo Marcos,Pizarro Agullo,eduardo.pizarro@hotmail.com,M,0984828089,2001-09-16,Activo
2884,0477f2fe-6944-11ed-b3d8-0242ac1c0002,Donato Geraldo,Elías Acedo,donato.elías@hotmail.com,M,0945745759,1987-04-04,Inactivo
2885,0477f36c-6944-11ed-b3d8-0242ac1c0002,Aníbal Ibán,Esteve Plana,aníbal.esteve@hotmail.com,M,0906706996,2005-11-13,Activo
2886,0477f3da-6944-11ed-b3d8-0242ac1c0002,Chuy Rodolfo,Alba Uriarte,chuy.alba@hotmail.com,M,0915938448,1992-06-07,Activo
2887,0477f452-6944-11ed-b3d8-0242ac1c0002,Martirio Ramona,Yuste Paredes,martirio.yuste@hotmail.com,F,0949646525,2003-01-30,Activo
2888,0477f4c0-6944-11ed-b3d8-0242ac1c0002,Mayte Mayte,Sierra Martín,mayte.sierra@hotmail.com,F,0959492493,1987-07-16,Activo
2889,0477f52e-6944-11ed-b3d8-0242ac1c0002,Armida Noemí,Calzada Osuna,armida.calzada@hotmail.com,F,0933334165,1984-01-27,Activo
2890,0477f59c-6944-11ed-b3d8-0242ac1c0002,Irma Yolanda,Pedro Lorenzo,irma.pedro@hotmail.com,F,0954453361,1984-09-06,Activo
2891,0477f60a-6944-11ed-b3d8-0242ac1c0002,Hilario Lázaro,Zamorano Prado,hilario.zamorano@hotmail.com,M,0947038515,2001-01-11,Inactivo
2892,0477f678-6944-11ed-b3d8-0242ac1c0002,Reynaldo Abel,Zabaleta Esteve,reynaldo.zabaleta@hotmail.com,M,0931319709,1984-01-18,Activo
2893,0477f6e6-6944-11ed-b3d8-0242ac1c0002,Ariel Sabas,Barbero Mendizábal,ariel.barbero@hotmail.com,M,0943075500,1983-12-29,Activo
2894,0477f74a-6944-11ed-b3d8-0242ac1c0002,Edu Toni,Polo Calvet,edu.polo@hotmail.com,M,0911601873,1986-08-01,Activo
2895,0477f7c2-6944-11ed-b3d8-0242ac1c0002,Javiera Benigna,Francisco Bauzà,javiera.francisco@hotmail.com,F,0931339993,1987-12-10,Inactivo
2896,0477f83a-6944-11ed-b3d8-0242ac1c0002,Leire Reina,Huerta Somoza,leire.huerta@hotmail.com,F,0921993576,1983-07-03,Inactivo
2897,0477f8a8-6944-11ed-b3d8-0242ac1c0002,Amarilis Tomasa,Leiva Moles,amarilis.leiva@hotmail.com,F,0993066356,1987-05-21,Inactivo
2898,0477f916-6944-11ed-b3d8-0242ac1c0002,Saturnino Reyes,Martorell Valbuena,saturnino.martorell@hotmail.com,M,0904636306,1990-05-23,Activo
2899,0477f98e-6944-11ed-b3d8-0242ac1c0002,Raquel Sabina,Cobo Río,raquel.cobo@hotmail.com,F,0996604003,1999-01-29,Inactivo
2900,0477f9fc-6944-11ed-b3d8-0242ac1c0002,Pascuala Paca,Asenjo Villar,pascuala.asenjo@hotmail.com,F,0949479486,1980-01-03,Activo
2901,0477fa60-6944-11ed-b3d8-0242ac1c0002,Begoña Soraya,Blanch Ballesteros,begoña.blanch@hotmail.com,F,0917307827,2004-04-30,Inactivo
2902,0477face-6944-11ed-b3d8-0242ac1c0002,Leocadia Emelina,Tur Valderrama,leocadia.tur@hotmail.com,F,0956006317,1990-10-02,Activo
2903,0477fb50-6944-11ed-b3d8-0242ac1c0002,Aurelia Cloe,Llobet Tello,aurelia.llobet@hotmail.com,F,0973265381,1988-10-05,Inactivo
2904,0477fbe6-6944-11ed-b3d8-0242ac1c0002,Sarita Celia,Barón Egea,sarita.barón@hotmail.com,F,0914216940,1999-10-14,Inactivo
2905,0477fc5e-6944-11ed-b3d8-0242ac1c0002,Juanito Iker,Arenas Niño,juanito.arenas@hotmail.com,M,0954744052,1987-06-07,Inactivo
2906,0477fccc-6944-11ed-b3d8-0242ac1c0002,Timoteo Valerio,Alberola Sans,timoteo.alberola@hotmail.com,M,0931610148,1992-03-20,Activo
2907,0477fd3a-6944-11ed-b3d8-0242ac1c0002,Georgina Xiomara,Lopez Peral,georgina.lopez@hotmail.com,F,0931179496,1996-03-25,Inactivo
2908,0477fda8-6944-11ed-b3d8-0242ac1c0002,Regina Zaida,Báez Nuñez,regina.báez@hotmail.com,F,0985666620,1983-06-21,Activo
2909,0477fe16-6944-11ed-b3d8-0242ac1c0002,Fito Lucas,Porras Valle,fito.porras@hotmail.com,M,0980991371,2002-08-18,Activo
2910,0477fe84-6944-11ed-b3d8-0242ac1c0002,Amado Félix,Cid Gomez,amado.cid@hotmail.com,M,0941632839,1981-05-28,Activo
2911,0477fef2-6944-11ed-b3d8-0242ac1c0002,Adelia Salomé,Camino Garcés,adelia.camino@hotmail.com,F,0985244798,2003-04-13,Activo
2912,0477ff60-6944-11ed-b3d8-0242ac1c0002,Guiomar Edgardo,Carnero Martín,guiomar.carnero@hotmail.com,M,0901061525,1994-04-14,Inactivo
2913,0477ffce-6944-11ed-b3d8-0242ac1c0002,Felipe Silvestre,Huerta Tomé,felipe.huerta@hotmail.com,M,0980563943,1998-05-14,Inactivo
2914,04780046-6944-11ed-b3d8-0242ac1c0002,Ricarda Manu,Benavides Sebastián,ricarda.benavides@hotmail.com,F,0920575902,1993-11-07,Activo
2915,047800b4-6944-11ed-b3d8-0242ac1c0002,Eric Leoncio,Hernando Marquez,eric.hernando@hotmail.com,M,0917110416,2001-10-18,Inactivo
2916,0478012c-6944-11ed-b3d8-0242ac1c0002,Paulino Marcos,Benítez Gonzalez,paulino.benítez@hotmail.com,M,0949234821,2002-10-16,Inactivo
2917,04780212-6944-11ed-b3d8-0242ac1c0002,Beatriz Claudia,Yuste Bravo,beatriz.yuste@hotmail.com,F,0969545233,1980-06-14,Activo
2918,047802c6-6944-11ed-b3d8-0242ac1c0002,Íngrid Macarena,Espejo Aroca,íngrid.espejo@hotmail.com,F,0907183166,2004-07-11,Inactivo
2919,04780370-6944-11ed-b3d8-0242ac1c0002,Abraham Luís,Gallardo Linares,abraham.gallardo@hotmail.com,M,0939912516,2003-01-11,Activo
2920,04780424-6944-11ed-b3d8-0242ac1c0002,Amaya Ruth,Esteban Landa,amaya.esteban@hotmail.com,F,0960910124,2001-03-18,Inactivo
2921,0478049c-6944-11ed-b3d8-0242ac1c0002,Maura Rocío,Mir Noguera,maura.mir@hotmail.com,F,0960718994,1997-06-04,Activo
